SAMPLE-001	144.03	RFU	
SAMPLE-002	133.64	RFU	
SAMPLE-003	141.23	RFU	
SAMPLE-004	526.47	RFU	
SAMPLE-005	557.73	RFU	
SAMPLE-006	554.84	RFU	
