SAMPLE-001	384.81	RFU	
SAMPLE-002	480.15	RFU	
SAMPLE-003	657.30	RFU	
SAMPLE-004	8333.10	RFU	
SAMPLE-005	9500.83	RFU	
SAMPLE-006	12774.60	RFU	
