SAMPLE-001	461.58	RFU	
SAMPLE-002	1221.59	RFU
SAMPLE-003	2233.25	RFU
SAMPLE-004	47808.59	RFU
SAMPLE-005	59243.82	RFU
SAMPLE-006	82895.64	RFU
