SAMPLE-001	512.23	RFU
SAMPLE-002	2722.64	RFU
SAMPLE-003	6719.24	RFU
SAMPLE-004	47073.25	RFU
SAMPLE-005	79102.77	RFU
SAMPLE-006	55581.16	RFU
