SAMPLE-001	458.11	RFU	
SAMPLE-002	2355.80	RFU	
SAMPLE-003	14291.95	RFU	
SAMPLE-004	78643.03	RFU	
SAMPLE-005	98951.36	RFU	
SAMPLE-006	104461.64	RFU	
